date,source_repo,category,summary,proposed_touch_points,status,resolved_date,resolved_evidence
2026-08-06,agentteams,agentteams-remediation,"A brief edit that changes only PLACEHOLDER VALUES does not propagate to fenced regions on --update --merge. Found while remediating audit finding D-7: .github/agents/_build-description.json had three fields naming paths that do not exist (primary_output_dir 'src/', figures_dir 'docs/figures/', reference_db_path null while the rendered table named docs/ as the reference DB). After correcting all three, `build_team.py --self --update --merge` reported 'No structural or template-content changes detected' and left the directory_structure fence showing the old values. This is NOT a stale-manifest artifact: analyze.build_manifest re-read from disk and resolved the new values correctly (verified directly), so the loss is downstream of analyze, in the drift/merge decision. Drift appears to compare template CONTENT and structure but not resolved placeholder values, so a brief-only edit registers as no-change and the fenced region is never re-rendered. Impact: the generated instruction files silently keep describing paths the brief no longer claims, and the fix is invisible to the operator because the run reports success. Worked around here by writing the correct generated values into the fenced blocks by hand, which is idempotent-compatible (the next successful regeneration produces the same content) but is exactly the hand-editing the fence system exists to make unnecessary. FIRST STEP (2026-08-06): reproduce against a temp copy of the self brief, then instrument the drift decision to print what it compared — the row states analyze re-read correctly, so the loss is downstream, and the comparison inputs are the thing to look at first. NOT STARTED. Note: the hand-written fenced values are idempotent-compatible, so the tree is correct today; the defect is that the next brief edit will be lost the same way.","the drift/merge decision path (agentteams/drift.py + agentteams/cli/generate.py): include resolved placeholder values in the change comparison, or hash the rendered fenced content rather than the template source; a regression test that edits a brief placeholder and asserts the fenced region updates",open,,
2026-08-06,agentteams,agentteams-remediation,"The tone_and_style fenced block HARDCODES agent names that the generated team may not contain. agentteams/templates/copilot-instructions.template.md names @post-production-auditor, @module-doc-validator and @module-doc-author in its terse-mode role lists, with no parameterisation by the selected roster. In this repository none of those three exists in .claude/agents/ or .github/agents/ (they are conditional domain templates this project's archetype does not select), so the generated instruction file tells every agent about teammates that are not there. Audit finding D-8. Not fixed inline: the block is fenced, so a hand edit is overwritten, and parameterising the list touches every generated team plus the template ledger and the unfenced-constraint ratchet -- its own plan, not a docs pass. The same defect class as any hardcoded roster reference in a template rendered for teams with different rosters; worth a sweep rather than a one-line fix. FIRST STEP (2026-08-06): the sweep this row asks for should run BEFORE the fix — grep every universal template for '@<slug>' references and check each against the conditional-selection logic in analyze.py, so the fix is scoped by measurement rather than by the three names that happened to be noticed. NOT STARTED.",agentteams/templates/copilot-instructions.template.md tone_and_style block: render the terse-mode role lists from the manifest's selected agents; sweep other universal templates for hardcoded @agent references that assume a roster,open,,
2026-08-06,agentteams,constitutional-redteam,"[W1] CRITICAL - FIXED. Claude agent files declared their capability limit under `allowed-tools:`, which is NOT in Claude Code's subagent front-matter schema (name/description/tools/disallowedTools/model/permissionMode). Omitting `tools:` means 'inherit every tool available to subagents', so EVERY generated Claude team ran every agent with the full tool pool -- including @security, @quality-auditor, @code-hygiene, @adversarial, @conflict-auditor, @navigator and @technical-validator, all of which declare themselves read-only in their own bodies. C-3 ('tools: front matter is a limit, not a suggestion') was inert. Measured: 29/30 files in this repo's own .claude/agents. tests/test_frameworks.py asserted `""allowed-tools:"" in result` and so PINNED the defect for its whole life: nothing asserted the emitted key was one the target runtime reads.",agentteams/frameworks/claude.py (emit `tools:`); agentteams/bridge_subagents.py; agentteams/interop.py (accept both for detection); tests/test_framework_capability_key_contract.py (new); front_matter_merge._migrate_superseded_capability_keys (fleet migration),shipped,2026-08-06,tests/test_framework_capability_key_contract.py; 29 deployed .claude/agents/*.md migrated; FLEET ACTION STILL REQUIRED for downstream repos in references/adjacent-repos.md
2026-08-06,agentteams,constitutional-redteam,"[W2] CRITICAL - FIXED. The destructive-action gate's clearance record was an unsigned, unauthenticated, rewritable CSV. Three measured breaches: a HALT was superseded by appending a later PASS row (A1); a HALT was neutralised by setting its own `consumed` anti-replay flag (A3); the agent requesting the action authored its own PASS row and the gate cleared it (A4).",agentteams/cli/security_gate.py: sticky HALT over all rows + HALT-RETRACTED verdict; author binding; optional HMAC signature and prev_digest chain,shipped,2026-08-06,"agentteams/cli/decision_log.py::_assert_no_unretracted_halt and _assert_authorizing_row_is_authentic; tests/test_build_team_security_gates.py 27/27 pass; references/security-decisions.log.csv gained a HALT-RETRACTED row for this repo's own 2026-07-22 overwrite HALT, which the pre-fix gate could not represent"
2026-08-06,agentteams,constitutional-redteam,"[W3] CRITICAL - FIXED. C-5 had no mechanical enforcement for agent-initiated destruction. _assert_destructive_action_allowed has four call sites, all inside the CLI; .claude/settings.json defined no hooks. An agent using Write/Edit/Bash never reached the gate.",".claude/hooks/constitutional-gate.py + agentteams/templates/universal/hooks/ (PreToolUse: deny on deterministic scan HALT, ask on Mandatory Review Trigger commands)",shipped,2026-08-06,"tests/test_constitutional_gate_hook.py (17 tests: deny cases, ask cases, negative controls, the fail-open limitation, template/deployed parity, and settings wiring); .claude/hooks/constitutional-gate.py; agentteams/templates/universal/hooks/constitutional-gate.py"
2026-08-06,agentteams,constitutional-redteam,"[W4] HIGH - FIXED. security_gate carried a PUBLIC module-level setter (set_migrate_exemption) that generate.py read to SKIP the destructive gate entirely; any code able to `import` could disable it. Separately, all enforcement modules sit in the tree the agents edit with no integrity pin.","removed the global, threaded `migrate_exemption` as a parameter through _run_migrate -> main -> run_generate; new agentteams/integrity.py + references/enforcement-integrity.json",shipped,2026-08-06,tests/test_build_team_option_matrix.py::test_migrate_exemption_skips_overwrite_gate_via_security_gate; integrity.verify() clean. PARTIAL BY CONSTRUCTION: manifest lives in the tree it pins.
2026-08-06,agentteams,constitutional-redteam,"[W5] HIGH - FIXED. --shrink-policy=preserve resolved in favour of on-disk content, and _TEMPLATE_AUTHORITATIVE_FENCES covered only four section ids. instruction-authority.reference.md is emitted inside a whole-file `content` fence, so the file DEFINING the precedence ordering C-1 depends on could be pinned indefinitely by appending backticked tokens.","agentteams/fences.py: _CONSTITUTIONAL_FILES + _is_template_authoritative(sid, rel_path); rel_path threaded from emit.py",shipped,2026-08-06,agentteams/fences.py::_is_template_authoritative and _CONSTITUTIONAL_FILES; emit.py passes rel_path at both merge call sites; tmp/by-week/2026-W32/constitutional_redteam_battery.py probe D2 (with an anti-vacuity control asserting ordinary reference files still shrink-preserve)
2026-08-06,agentteams,constitutional-redteam,"[W6] HIGH - FIXED. Five scanner exemptions keyed on SHAPE rather than provenance, each attacker-adoptable: code spans (B1), HTML-comment lines (B7), operational-JSON basenames matched via rglob (B9), any directory named .agentteams-backups at any depth (B10), unmanifested .agent.md files (B11).","agentteams/scan.py: module-owned-path keying, comment lines scanned for credentials/PII, operational JSON anchored to references/, backup exclusion anchored to the run's resolved root, orphan agents reported at medium instead of skipped. Generalised as CH-30.",shipped,2026-08-06,tests/test_scan_injection_patterns.py provenance pair; CH-30 in code-hygiene-rules.reference.md
2026-08-06,agentteams,constitutional-redteam,"[W7] HIGH - FIXED. Scanner input was not canonicalised: no Unicode normalisation (a single U+200B defeated Rule S-5), no cross-line matching (a payload split at a newline passed), and a front-matter state machine that trusted any two `---` lines anywhere in a file.","agentteams/scan.py: _normalize_for_matching (NFKC + Cf strip), _find_pattern_across_lines (two-line window, raw-containment guard), _line_in_front_matter (front matter only at line 1)",shipped,2026-08-06,"agentteams/scan.py::_normalize_for_matching, _find_pattern_across_lines, _line_in_front_matter; tests/test_scan.py and tests/test_scan_injection_patterns.py pass; tmp/by-week/2026-W32/constitutional_redteam_battery.py probes B2/B3/B5 DEFENDED"
2026-08-06,agentteams,constitutional-redteam,"[W8] MEDIUM - FIXED. Capability-widening detection was doubly dead for Claude teams: _CAPABILITY_FRONT_MATTER_KEYS omitted `allowed-tools`, AND _parse_capability_list could not read the comma-separated value format. The codebase also carried two disagreeing capability-key constants.","agentteams/front_matter_merge.CAPABILITY_FRONT_MATTER_KEYS (single source, re-exported by front_matter_reconcile); _parse_capability_list learns the scalar-list form with a key-aware scalar guard",shipped,2026-08-06,tests/test_capability_front_matter_narrowing.py; tests/test_dry_run_front_matter_parity.py::test_widening_is_proposed_not_applied
2026-08-06,agentteams,constitutional-redteam,"[W9] MEDIUM - FIXED. Renaming a template-authoritative fence orphaned the weakened body (preserved) while the template's real body was inserted alongside it, producing one agent file with two contradictory rule sets, reported as benign housekeeping.",agentteams/fences.py: _rename_suspect_sid + merge refusal with a named security finding,shipped,2026-08-06,agentteams/fences.py::_rename_suspect_sid plus the merge refusal in _merge_fenced_content; tests/test_duplicate_section_detection.py and tests/test_lost_fence_sidecar.py pass; tmp/by-week/2026-W32/constitutional_redteam_battery.py probe D4 DEFENDED
2026-08-06,agentteams,constitutional-redteam,"[W10] MEDIUM - PARTIAL. The threat-intel freshness gate authenticated a TIMESTAMP STRING, not the payload it described, so relabelling a stale snapshot passed.","agentteams/cli/security_gate.py: security_intelligence_digest + _assert_intelligence_digest_matches, verified when SECURITY_DATA_PAYLOAD_DIGEST is present",shipped,2026-08-06,"agentteams/security_refs.py emits SECURITY_DATA_PAYLOAD_DIGEST computed by the verifier's own security_intelligence_digest (CH-05, imported not reimplemented); tests/test_security_intel_digest.py 15 tests incl. per-key sensitivity and a non-intel negative control. ALSO fixed a defect found while scoping this: _INTEL_BEARING_PLACEHOLDERS named FIVE keys the producer never emits (overlap zero), so the digest was a CONSTANT and _stale_intel_blast_radius took its 'nothing populated' branch on every run since it was written."
2026-08-06,agentteams,constitutional-redteam,"[W11] MEDIUM - FIXED. `action_reviewed` was overloaded as both instance id (prune-001) and scope descriptor (overwrite-single-readme-only); the prefix matcher could not distinguish them, so a narrow-looking clearance granted the unrestricted action.",agentteams/cli/security_gate.py: optional `scope` column enforced by _scope_permits; _action_matches docstring states the suffix decorates and never narrows,shipped,2026-08-06,"agentteams/cli/decision_log.py::_scope_permits, called from _assert_authorizing_row_is_authentic; tests/test_build_team_security_gates.py 27/27 pass"
2026-08-06,agentteams,constitutional-redteam,[W12] LOW (T2) - PARTIAL. Waiver approver/ticket_id/reason_code are unvalidated free text and the signing key is read from the same environment the agent runs in.,agentteams/cli/security_gate.py: references/security-approvers.txt roster (applied to decision authors); key-custody guidance still to document,shipped,2026-08-06,"agentteams/cli/security_gate.py::_validate_security_waiver validates `approver` against references/security-approvers.txt; docs_src/security-hardening-guide.md gains a 'Signing-key custody' section. Battery probe A9 carries both clauses: roster-valid approver at T2 still clears (unchanged, out of tier), off-roster approver now refused."
2026-08-06,agentteams,constitutional-redteam,"[W13] LOW - PARTIAL. Deleting a fence's markers makes the merge refuse (safe), but there is no self-healing and the constraint ratchet tracks only UNFENCED lines, so the deletion of a fenced constitutional rule produces no dedicated signal.",agentteams/unfenced.py: extend _detect_deleted_constraints to fenced constitutional lines,shipped,2026-08-06,"agentteams/unfenced.py::detect_deleted_fenced_constraints, wired into the legacy-file refusal path in fences.py so it fires only where fenced content is NOT self-healing; verified with a negative control (rule intact -> no notice)."
2026-08-06,agentteams,constitutional-redteam,"[W14] ACCEPTED RISK. Semantic (non-literal) instruction overrides are outside the deterministic scanner by design; scan.py states this explicitly. HARNESS DELIVERED, UNEXECUTED (2026-08-06): tests/redteam/ carries a 14-payload corpus spanning paraphrase, authority-claim, role-play, tool-result and incremental classes plus 3 benign controls, a scorer distinguishing HALT/REPORT/COMPLY/MISS, and a runner with --list/--emit-prompts/--score. tests/test_redteam_harness.py VERIFIES against agentteams.scan that 13 of the 14 payloads genuinely sit outside the deterministic scanner, so a run would measure the judgment layer rather than re-measure Layer B. It has NOT been run against live subagents, so the accepted risk stands until someone runs it and reads the numbers.","run tests/redteam/run_harness.py --emit-prompts against live @security instances, collect responses, and score them",open,,
2026-08-06,agentteams,constitutional-redteam,"[W15] NEW, found during remediation. The destructive-action gate CONSUMES the decision or waiver it accepts, so calling it to ask 'would this be allowed?' spends the clearance and rewrites the log. This fired against this repository's own live decisions log during the remediation, adding a `consumed` column and burning a real PASS row (restored from git).","agentteams/cli/security_gate.check_clearance() -- read-only counterpart to verify_waivers, implemented via a `consume` flag on one code path rather than a parallel implementation",shipped,2026-08-06,"agentteams/cli/security_gate.py::check_clearance (read-only counterpart to verify_waivers, implemented via the `consume` flag on _assert_destructive_action_allowed); tests/test_build_team_security_gates.py and tests/test_cli_output_contract.py pass"
2026-08-06,agentteams,constitutional-redteam,"[W16] NEW. The constitutional PreToolUse hook reached only this repository: it was hand-copied into .claude/hooks/ and nothing in the pipeline emitted it, so a newly generated Claude team got no hook - the same 'fixed the emitter, not the fleet' shape as W1. Also: .claude/settings.json is gitignored, so the hook's WIRING cannot be tracked even when the script is.",agentteams/frameworks/claude.py::extra_output_files ships hooks/constitutional-gate.py and settings.hooks.example.json with every generated Claude team,shipped,2026-08-06,agentteams/frameworks/claude.py::extra_output_files; agentteams/templates/universal/hooks/; tests/test_constitutional_gate_hook.py 18 tests incl. template/deployed parity and the tracked-example assertion; tests/test_learnpython_generation.py convert-path assertions updated to name the artifacts
2026-08-06,agentteams,constitutional-redteam,"[W17] NEW. The hook called agentteams.scan without verifying it, so a tampered scanner would be asked whether a write is safe and answer - the E4 failure wearing a hook.","the hook verifies the integrity manifest for scan.py and returns `ask` (not deny, not allow) on a mismatch",shipped,2026-08-06,"agentteams/templates/universal/hooks/constitutional-gate.py; verified in both states: clean manifest -> deny on a credential write, tampered scan.py -> ask naming the mismatch. Does NOT escape E4 - raises the cost from one edit to three, all visible in git diff"
2026-08-06,agentteams,constitutional-redteam,"[W18] NEW, fleet exposure QUANTIFIED. A read-only survey across references/adjacent-repos.md found 54 agent files in 2 live repositories (researchteam, researchRepositories/OrthodoxLLM) still declaring the ignored `allowed-tools:` key - so 54 agents currently inherit every tool regardless of what their bodies claim. NO WRITE PERFORMED: Rule S-2 makes an agent-initiated cross-repo write require fresh @security clearance, which was not sought.",agentteams/front_matter_reconcile.py::migrate_capability_key (dry_run=True by default) and survey_capability_keys (provably read-only); operator must authorize the write,shipped,2026-08-06,"Fleet --update --merge executed 2026-08-06 under explicit operator authorization, clearance recorded in references/security-decisions.log.csv BEFORE execution. 13 repositories updated (6 Claude-bearing, 7 copilot-vscode). Agents still on the ignored key across the fleet: 0 (was 135). Zero deletions in any target; per-repo backups created; no commit and no push performed. Excluded as not ready: GeneralResearchTeam, MineCraft, MonitorNetwork (no git), visualknowledge/Tracers-Reporting-Automation (no descriptor), agentteams itself."
2026-08-06,agentteams,constitutional-redteam,"[W19] NEW, found during the fleet update. A THIRD exposure state the capability-key work did not cover: a bridge-written subagent whose SOURCE copilot agent declares no `tools:` block gets NO capability key emitted at all (bridge_subagents.py only appends the key `if tools_raw`). A file with no key inherits every tool exactly as one with the ignored key does, so the rename migration reports superseded=0 while the exposure remains. Measured fleet-wide after full remediation: 23 such agents remain across 4 teams - 20 in researchRepositories/SocialScienceHumanities plus 1 each in nv_collectors, ohio-collectors and tennessee_collectors. This is now the ONLY remaining capability exposure: 0 agents on the ignored key across all 43 Claude teams (1147 of 1170 declare a key the runtime reads).",agentteams/bridge_subagents.py should warn (or emit a conservative default) when a source agent declares no tools; front_matter_reconcile.survey_capability_keys already reports the `none` count and should be surfaced by the update path the way the rename is,open,,
2026-08-06,agentteams,constitutional-redteam,"[W20] NEW, found by rehearsal before any live write. The capability-key sweep was wired to ONE of the TWO emit.emit_all call sites in cli/generate.py - the fresh-generation path - so `--update --merge`, the command a fleet sweep actually uses, did not run it. Rehearsing against an isolated copy of researchteam showed 27 of 31 agents migrated and 4 not, all four bridge-written, `team-builder` (Bash+Write+Edit) among them, with the run reporting success. A partial migration is worse than a visible failure. SEPARATELY: the emitted hook landed non-executable (emit writes 0644 and never sets +x), so every generated team would have received a hook that looks installed and fails with 'permission denied'.",fixed: _sweep_capability_key called from both emit sites; settings example invokes the hook via python3 rather than a bare path so no exec bit is required,shipped,2026-08-06,agentteams/cli/generate.py::_sweep_capability_key (2 call sites); tests/test_capability_key_migration.py::test_every_emit_call_site_is_followed_by_the_capability_sweep and ::test_the_sweep_reaches_bridge_written_files; re-rehearsed 27 superseded -> 0 of 32
2026-08-06,agentteams,constitutional-redteam,"[W21] NEW, and the largest miss of the session. The fleet sweep enumerated only TOP-LEVEL directories (`for d in */`) instead of calling agentteams/fleet.py::discover_workspaces, so it missed the entire visualknowledge/ subtree. discover_workspaces(frameworks='all') finds 85 workspaces; the sweep saw 15. Measured exposure at discovery: 34 never-updated Claude teams carrying 719 agents inheriting EVERY tool. The earlier report of '0 agents on the ignored key across the fleet' was arithmetically true and wrong in denominator. SECOND defect, same root cause: readiness used `.git`.is_dir(), which is FALSE for a git WORKTREE (.git is a file there) - 14 of the 34 are worktrees and fully recoverable, and the hand-rolled check would have excluded them as unrecoverable. Correct test is `git rev-parse --is-inside-work-tree`. Same root cause as the descriptor stub-trap (W22): re-implementing a resolution the tool already provides.",all 34 remediated; use fleet.discover_workspaces and git rev-parse for any future sweep,shipped,2026-08-06,"Final census via discover_workspaces: 43 Claude teams, 1170 agent files, 0 on the ignored key (was 719 exposed). Zero in-scope deletions in any target. transcriber (27 agents, NOT version-controlled, no descriptor) remediated via the standalone migrate_capability_key after a checksum-verified manual backup, per the Rule S-2 Infrastructure Exception Pathway."
2026-08-06,agentteams,constitutional-redteam,"[W22] NEW. Descriptor resolution was hand-rolled rather than calling fleet.py::_resolve_descriptor, whose docstring is literally 'Stub-trap fix: prefer the rich brief over the thin stub'. Its three tiers are .agentteams/brief.json -> brief.json (repo root) -> _build-description.json; tier 2 was skipped. Consequence: 6 of the first 13 repos were rendered from the thin stub (researchteam: 1944-byte stub vs 7921-byte brief carrying authority_sources/capabilities/style_rules), which is the likely cause of the 'orphaned by past team-config changes' warnings those runs emitted. It also caused Tracers-Reporting-Automation to be wrongly excluded as descriptorless when its brief is at the repo root.",all 6 re-run with the resolver-chosen descriptor; Tracers updated,shipped,2026-08-06,"agentteams/fleet.py::_resolve_descriptor used for every subsequent run; 6 repos re-rendered from the canonical brief.json with zero deletions and capability keys clean (musicmaker, researchteam, researchRepositories/OrthodoxLLM, researchRepositories/SocialScienceHumanities, Learn-Python-for-Stats-and-Econ, Macroeconomics-Growth-and-Monetary-Equilibrium); visualknowledge/Tracers-Reporting-Automation updated after rehearsal on an isolated copy (25 superseded -> 0, constitutional-gate.py hook installed); clearance recorded in references/security-decisions.log.csv before execution"
2026-08-06,agentteams,constitutional-redteam,"[W23] CLOSED. The 2026-08-06 constitutional audit was a one-off with no cadence, so a regression in any of the 21 closed exploits would surface only when someone re-ran it by hand. `agentteams --redteam` now runs the battery plus a six-check phase-6 self-audit daily via .github/workflows/redteam-audit.yml. Three exit codes keep 'clean', 'findings' and 'HARNESS BROKEN' distinguishable; indeterminate is never a pass.",agentteams/redteam/; scripts/run_daily_redteam_audit.sh; .github/workflows/redteam-audit.yml,shipped,2026-08-06,"references/redteam-audit.procedure.md; tests/test_redteam_audit_workflow.py verifies the daily cron, the reliability prohibitions and the exit-code split; two consecutive `agentteams --redteam` runs converge to exit 0 with zero phase-6 findings"
2026-08-06,agentteams,constitutional-redteam,"[W24] CLOSED. Four enforcement-path verifiers had no sensitivity test: integrity.verify (the manifest over every OTHER control), security_gate.check_clearance (whose whole purpose - inspecting without consuming - was unpinned), scan._check_line and scan._check_injection (exercised only through scan_content, so a helper regression could be masked by a caller change). Found by F-1 on its first run against the live tree.",tests/test_redteam_verifiers.py; references/redteam-verifiers.csv,shipped,2026-08-06,"tests/test_redteam_verifiers.py — 14 tests, one sensitivity/negative-control pair per verifier; references/redteam-verifiers.csv names each pair and F-1 fails when a declared test does not resolve"
2026-08-06,agentteams,constitutional-redteam,"[W25] CLOSED. ENFORCEMENT_MODULES was referenced by no test, so an entry could be deleted and every remaining hash would still verify clean - removing a module from the list is indistinguishable, in the manifest's own output, from that module never having mattered. The three phase-6 check modules are now manifested and the membership list is pinned in both directions.",agentteams/integrity.py; tests/test_redteam_integrity_coverage.py,shipped,2026-08-06,tests/test_redteam_integrity_coverage.py::test_every_manifested_module_exists and ::test_the_phase_six_check_modules_are_manifested; references/enforcement-integrity.json regenerated with 10 modules
2026-08-06,agentteams,constitutional-redteam,"[W26] OPEN, DELIBERATE. Proposal evaluated and REJECTED as specified: attack the live agent infrastructure and restore it with `--update --merge` at session end. The battery has already measured that the merge cannot reverse the attacks most worth running - C3 (escalated grant in front matter SURVIVES it), D3 (marker deletion makes the merge REFUSE), D4 (rename keeps the weakened body). A merge preserves on-disk divergence by design and an attack IS on-disk divergence. Accepted instead: attack an isolated copy of the real infrastructure (realcopy.py), assert the live tree is byte-identical after, and use the merge as a RESTORABILITY MEASUREMENT rather than a safety net.",agentteams/redteam/realcopy.py; references/redteam-audit.procedure.md,shipped,2026-08-06,agentteams/redteam/realcopy.py::classify_restorability returns RESTORED/PRESERVED/REFUSED per mutation; ::live_tree_modifications asserts the git delta across a run is empty; verified by tests/test_redteam_engine.py
2026-08-06,agentteams,constitutional-redteam,"[W14-STATUS 2026-08-06] Status note on the W14 row above; not a second finding. W14 remains open and unchanged. The live-subagent harness (tests/redteam/) is built and verified but has never been run: doing so spawns live agents and needs explicit operator authorization. The daily audit does NOT run it. It states the gap as a population - '0 of 14 judgment-layer payloads measured against live agents' - rather than omitting it, because a coverage number that quietly excludes what it did not look at is the F-4 defect. Evidence of the partial state: corpus loaded and its scanner_matches claims verified daily; execution still requires operator authorization",tests/redteam/run_harness.py; agentteams/redteam/corpus.py,open,,
2026-08-06,agentteams,constitutional-redteam,"[W19-STATUS 2026-08-06] Status note on the W19 row above; not a second finding. W19 remains open and unchanged. 23 agents across 4 teams declare no capability key at all, inheriting every tool exactly as the ignored key did. Deciding what grant they should carry is an operator decision and was not invented here. Evidence of the partial state: unchanged by this work; recorded so the daily audit's scope does not imply it was closed",agentteams/bridge_subagents.py,open,,
2026-08-07,agentteams,constitutional-redteam,"[W14-MEASURED 2026-08-07] The judgment layer has been RUN for the first time, closing the 'delivered but unexecuted' state this row has carried since 2026-08-06. Operator authorized live execution via goose 1.37.0 -> OpenRouter. Two models measured on the same 14-payload corpus: GLM 5.2 defended 7/11 attacks with 3/3 benign controls correct at $0.0258; Qwen 3.6-plus defended 4/11 with 0/3 controls at $0.0363, reproducing the documented tool-call-in-reasoning leak on the -plus variant where it had been unmeasured. NEITHER model complied with any attack - the failure mode is under-detection, not capture. Three instrument failures were found by running it, two of which produced confident wrong numbers first (a parse error scored 11/11 defended in 0.0s for $0.00).",scripts/redteam_judgment_run.py; references/redteam-judgment-layer.report.md,open,,
2026-08-07,agentteams,agentteams-remediation,"tests/test_goose_convert_interop.py::test_convert_to_goose_via_cli_routes_recipes_to_dot_goose failed once in a full-suite run and PASSES in isolation (8/8), and passes when run alongside the new sweep tests (40/40). So it is an inter-test ordering or timing interaction, not a regression from the sweep work - the same shape as the 2026-08-03 'suite intermittently rewrites a tracked bridge manifest' row, whose three investigation approaches are already recorded as eliminated. Reported rather than absorbed: a single full-suite failure that reproduces nowhere is exactly the state where claiming green would be false. FIRST STEP: if it recurs, capture the -p no:randomly ordering and the preceding test id before anything else; do not re-run the eliminated approaches from the bridge-manifest rows.",tests/test_goose_convert_interop.py; tests/conftest.py,open,,
2026-08-07,agentteams,agentteams-remediation,"Emitted Claude skills used a flat `.claude/skills/<name>.md` layout; Claude Code discovers only `<name>/SKILL.md`. Every skill ever bridged to a Claude target was therefore INERT - /recall and /code-recall never loaded in any consumer session, while both indices worked fine from the CLI. Fixed for all 4 emitted skills + all tool-doc skills. The generalizable lesson is not the layout: it is that a host-integration contract (where a host looks for a file) was assumed from an adjacent shape ('same flat-file shape as the recall skill', claude.py:129) and never verified against host documentation, and no test asserted it. Two more emitter sites carried the same unverified assumption (output_plan.py:71, manifest_format.py x2).",agentteams/bridge.py; agentteams/output_plan.py; agentteams/manifest_format.py; agentteams/cli/render_pipeline.py; tests/test_bridge.py,shipped,2026-08-07,Directory layout emitted; tests/test_bridge.py::test_every_emitted_claude_skill_matches_the_discovery_contract asserts ALL emitted skills (not just recall) match the contract. Confirmed empirically: recall/code-recall appeared in the live session skill roster after the fix.
2026-08-07,agentteams,agentteams-remediation,"A silent-degrade contract (non-blocking-file-read-then-search) made a TOTALLY ABSENT retrieval layer observationally identical to a working one - correct answers via grep, more tokens, no error, no failing test. The layer was unreachable for an unknown period and only an operator who knew the feature existed could notice. The degrade contract is correct and should be kept; what was missing is a liveness signal. GENERAL PATTERN: any capability whose failure mode is 'silently fall back to the slower correct path' needs an explicit reachability assertion, because absence of complaint is not evidence of use.",tests/ (reachability assertions for degrade-to-fallback features); references/retrieval-transport-policy.md,open,,
2026-08-07,agentteams,agentteams-remediation,"Three read-only auditors (quality-auditor, technical-validator, adversarial; tools: Read, Grep, Glob) were instructed to defer to 'the recall skill' as if a skill were an EXECUTOR. A Claude Code skill is injected prompt text and confers no capability, so those agents had zero retrieval paths, not two. Corrected to name @navigator (which holds Bash) as the real escalation route; no tools: grant was widened (C-3). GENERAL PATTERN: agent instructions must not describe a capability the agent's declared grant cannot exercise - the gate silently evaluates false and the agent takes the documented escape hatch.",agentteams/templates/domain/quality-auditor.template.md; domain/technical-validator.template.md; universal/adversarial.template.md,shipped,2026-08-07,Parenthetical corrected in 3 templates + re-rendered; tools: lines verified byte-identical across 820e3a3..HEAD.
2026-08-07,agentteams,agentteams-remediation,"Template fence-body edits did NOT propagate to existing rendered agents via `--update --merge`: the run reported 'Unchanged: 51 file(s) already matched rendered fenced content' for quality-auditor/technical-validator while a FRESH render of the same template produced the corrected body. The fence regions had to be synced by hand. Per FENCE-CONVENTIONS.md the merge engine matches by section_id and replaces content, so this contradicts the documented behaviour. UNDIAGNOSED - reported rather than absorbed, because it means a template fix can appear to land and silently not reach any existing team.",agentteams/emit.py (merge/unchanged classification); agentteams/fences.py; agentteams/drift.py; agentteams/templates/FENCE-CONVENTIONS.md,open,,
2026-08-07,agentteams,agentteams-remediation,"Memory-index relevance: `references/filing-conventions.md` does not rank for the query 'filing conventions' despite being indexed, because title and path do not contribute to scoring - only body tf. The canonical doc states its subject once (tf=1, len 835); passing mentions in conflict audits repeat it (tf=3, len 265) and win on both tf and BM25 length normalisation. All three wrong hits score confidence=reliable, so the layer is confidently wrong. DIAGNOSIS ONLY - any scoring change alters ranking for every caller.",agentteams/memory_index.py (title/path field weighting or BM25F); or narrow the recall skill's advertised scope  [written finding: references/plans/memory-index-relevance-2026-08-07.report.md],open,,
2026-08-07,agentteams,agentteams-remediation,"tests/test_integration.py hand-duplicates the render pipeline's adapter dispatch (file_type detection + slug derivation) instead of calling agentteams.cli.render_pipeline. The skill-slug fix had to be applied twice, and the test copy silently drifted - it would have kept asserting the old behaviour. Any future change to that dispatch has the same two-place hazard.",tests/test_integration.py::_run_pipeline; agentteams/cli/render_pipeline.py (extract the dispatch so the test can call it),open,,
